city,state,state_full_name,lat,lng,id
South Creek,WA,Washington,46.9994,-122.3921,1840042075
Roslyn,WA,Washington,47.2507,-121.0989,1840019842
Sprague,WA,Washington,47.3048,-117.9713,1840021107
Gig Harbor,WA,Washington,47.3352,-122.5968,1840019855
Lake Cassidy,WA,Washington,48.0639,-122.092,1840041959
Tenino,WA,Washington,46.8537,-122.8607,1840021144
Jamestown,WA,Washington,48.1229,-123.0911,1840037668
Three Lakes,WA,Washington,47.942,-121.9924,1840018375
Curlew Lake,WA,Washington,48.7311,-118.6663,1840043278
Chain Lake,WA,Washington,47.9038,-121.9861,1840041915
Pateros,WA,Washington,48.0536,-119.8994,1840019763
Rosburg,WA,Washington,46.3076,-123.6344,1840023878
Parkland,WA,Washington,47.1417,-122.4376,1840018453
Birch Bay,WA,Washington,48.923,-122.7543,1840017289
Ashford,WA,Washington,46.7537,-122.0113,1840017363
Navy Yard City,WA,Washington,47.5508,-122.6655,1840018407
Omak,WA,Washington,48.4228,-119.5159,1840019761
Farmington,WA,Washington,47.0887,-117.0464,1840021140
Buckley,WA,Washington,47.1615,-122.02,1840018455
Cathcart,WA,Washington,47.8525,-122.1058,1840017324
Poulsbo,WA,Washington,47.7417,-122.6408,1840019822
Anacortes,WA,Washington,48.4878,-122.6292,1840018366
Maplewood,WA,Washington,47.3715,-122.5689,1840037569
Creston,WA,Washington,47.7595,-118.52,1840021109
Rockford,WA,Washington,47.4513,-117.1307,1840021095
Wishram,WA,Washington,45.6599,-120.9698,1840018528
Centralia,WA,Washington,46.7225,-122.9695,1840018471
South Hill,WA,Washington,47.1203,-122.2848,1840037886
Longview Heights,WA,Washington,46.1796,-122.9577,1840037874
Erlands Point-Kitsap Lake,WA,Washington,47.5973,-122.7021,1840073915
Amboy,WA,Washington,45.9122,-122.4795,1840017396
St. John,WA,Washington,47.0915,-117.5887,1840021139
Dallesport,WA,Washington,45.6316,-121.1749,1840018525
Ketron Island,WA,Washington,47.1569,-122.6343,1840037558
Mesa,WA,Washington,46.5737,-119.0013,1840019887
Fife,WA,Washington,47.2328,-122.3518,1840019853
Moses Lake North,WA,Washington,47.1949,-119.3186,1840074436
Chewelah,WA,Washington,48.2929,-117.7336,1840018360
Grayland,WA,Washington,46.8304,-124.0898,1840017360
Kittitas,WA,Washington,46.9837,-120.4191,1840019843
Camano,WA,Washington,48.1865,-122.4708,1840037492
Monroe North,WA,Washington,47.883,-121.9882,1840042006
North Bonneville,WA,Washington,45.6425,-121.9689,1840019903
Klickitat,WA,Washington,45.818,-121.1626,1840017404
Loon Lake,WA,Washington,48.0685,-117.6298,1840023998
Newport,WA,Washington,48.1788,-117.0545,1840019765
Mead,WA,Washington,47.7795,-117.35,1840023786
Cashmere,WA,Washington,47.5175,-120.4671,1840018368
Aberdeen Gardens,WA,Washington,47.0587,-123.7791,1840037845
Ocean Shores,WA,Washington,46.9685,-124.1521,1840019849
Basin City,WA,Washington,46.5891,-119.1567,1840017379
Wilkeson,WA,Washington,47.1034,-122.0495,1840022310
Meadow Glade,WA,Washington,45.7524,-122.5614,1840018517
Arlington Heights,WA,Washington,48.2119,-122.063,1840037743
Uniontown,WA,Washington,46.5391,-117.0861,1840022316
Oakesdale,WA,Washington,47.1305,-117.2465,1840022314
West Side Highway,WA,Washington,46.1841,-122.9178,1840037246
Conconully,WA,Washington,48.5571,-119.7513,1840022269
Latah,WA,Washington,47.2822,-117.1557,1840021097
Elma,WA,Washington,47.0055,-123.4112,1840019844
Tieton,WA,Washington,46.7026,-120.756,1840022319
Southworth,WA,Washington,47.5126,-122.5298,1840023800
Danville,WA,Washington,48.9938,-118.5068,1840037761
Toppenish,WA,Washington,46.3807,-120.3125,1840021151
River Road,WA,Washington,48.0677,-123.1276,1840037861
Geneva,WA,Washington,48.7461,-122.4064,1840017291
Yakima,WA,Washington,46.5923,-120.5496,1840021154
Moxee,WA,Washington,46.5638,-120.3968,1840037381
Edmonds,WA,Washington,47.8114,-122.3533,1840037645
Kalama,WA,Washington,46.0171,-122.8393,1840018502
Laurier,WA,Washington,48.9974,-118.2248,1840026092
Vashon,WA,Washington,47.4122,-122.4726,1840018414
Country Homes,WA,Washington,47.7478,-117.4197,1840017334
Darrington,WA,Washington,48.2546,-121.6029,1840021081
Metaline Falls,WA,Washington,48.8616,-117.3706,1840022277
Lyle,WA,Washington,45.6956,-121.2805,1840017402
Cascade Valley,WA,Washington,47.1371,-119.3272,1840037865
Spangle,WA,Washington,47.4299,-117.3812,1840022290
Methow,WA,Washington,48.1289,-120.0056,1840025237
Waterville,WA,Washington,47.648,-120.0707,1840022287
Lake Roesiger,WA,Washington,47.9839,-121.9129,1840037853
Milton,WA,Washington,47.2522,-122.3154,1840019857
Krupp,WA,Washington,47.4105,-118.9886,1840074934
Alderton,WA,Washington,47.1718,-122.2192,1840037523
DuPont,WA,Washington,47.1079,-122.6496,1840018457
Edgewood,WA,Washington,47.2309,-122.2832,1840019852
North Puyallup,WA,Washington,47.2015,-122.2742,1840037690
Pacific Beach,WA,Washington,47.215,-124.1967,1840023817
Manson,WA,Washington,47.8858,-120.1563,1840025246
Brewster,WA,Washington,48.1034,-119.7751,1840018359
Battle Ground,WA,Washington,45.7764,-122.5413,1840018523
Shoreline,WA,Washington,47.7564,-122.3426,1840021118
Cosmopolis,WA,Washington,46.9541,-123.7725,1840018448
Airway Heights,WA,Washington,47.6459,-117.5792,1840018399
Grandview,WA,Washington,46.2431,-119.9084,1840019871
Inchelium,WA,Washington,48.3378,-118.2372,1840017307
Grand Coulee,WA,Washington,47.9391,-119.0031,1840019815
Union,WA,Washington,47.3475,-123.0952,1840025253
Torboy,WA,Washington,48.6772,-118.6689,1840026090
Kelso,WA,Washington,46.1248,-122.8909,1840018503
Westport,WA,Washington,46.8919,-124.112,1840021124
Junction City,WA,Washington,46.9713,-123.7651,1840017362
Lake Ketchum,WA,Washington,48.282,-122.348,1840037852
West Pasco,WA,Washington,46.2497,-119.1684,1840037891
Des Moines,WA,Washington,47.3914,-122.3154,1840018426
Davenport,WA,Washington,47.6551,-118.1519,1840018404
Seattle,WA,Washington,47.6211,-122.3244,1840021117
Lake Stickney,WA,Washington,47.8709,-122.2596,1840037894
Carnation,WA,Washington,47.6446,-121.9048,1840018421
Everett,WA,Washington,47.9524,-122.167,1840019785
Warden,WA,Washington,46.9674,-119.0522,1840021103
Palouse,WA,Washington,46.9103,-117.0751,1840019863
Terrace Heights,WA,Washington,46.6024,-120.4482,1840018465
Clarkston,WA,Washington,46.4152,-117.0502,1840018499
Elmer City,WA,Washington,48,-118.9534,1840021058
Mossyrock,WA,Washington,46.5305,-122.4887,1840019883
Summit View,WA,Washington,47.1343,-122.3468,1840042106
Suquamish,WA,Washington,47.7238,-122.583,1840018411
Newcastle,WA,Washington,47.5303,-122.1633,1840019831
Stanwood,WA,Washington,48.2451,-122.3426,1840021079
Kapowsin,WA,Washington,46.9727,-122.2272,1840023832
Donald,WA,Washington,46.4737,-120.3923,1840023853
Altoona,WA,Washington,46.2699,-123.6145,1840023875
South Prairie,WA,Washington,47.1373,-122.094,1840022308
Eschbach,WA,Washington,46.667,-120.6337,1840017369
Indianola,WA,Washington,47.7566,-122.5142,1840017337
Reardan,WA,Washington,47.6698,-117.8778,1840021110
Cowiche,WA,Washington,46.6729,-120.7154,1840023852
Sunday Lake,WA,Washington,48.2306,-122.2684,1840042107
Rocky Point,WA,Washington,47.5882,-122.6668,1840037507
Burbank,WA,Washington,46.1991,-118.9728,1840017383
Lakeland North,WA,Washington,47.3374,-122.2814,1840074254
Granite Falls,WA,Washington,48.0874,-121.9704,1840019787
Camas,WA,Washington,45.6003,-122.4306,1840018524
Skokomish,WA,Washington,47.3298,-123.1579,1840018433
Cusick,WA,Washington,48.3328,-117.2961,1840021060
Rosalia,WA,Washington,47.2363,-117.3769,1840021138
Longbranch,WA,Washington,47.2257,-122.7739,1840023835
Granger,WA,Washington,46.3455,-120.1926,1840019872
North Fort Lewis,WA,Washington,47.1221,-122.5966,1840042007
Tampico,WA,Washington,46.5325,-120.8727,1840023857
Tukwila,WA,Washington,47.4748,-122.2727,1840021120
Cathlamet,WA,Washington,46.2056,-123.3835,1840022327
Wenatchee,WA,Washington,47.4338,-120.3286,1840021074
Port Ludlow,WA,Washington,47.9101,-122.7006,1840018388
Castle Rock,WA,Washington,46.2717,-122.9057,1840018501
Glacier,WA,Washington,48.8903,-121.9323,1840017292
Index,WA,Washington,47.8212,-121.5556,1840021082
Republic,WA,Washington,48.6477,-118.7326,1840019766
Bellevue,WA,Washington,47.5953,-122.155,1840018417
Malo,WA,Washington,48.7997,-118.6119,1840026093
Anderson Island,WA,Washington,47.1577,-122.7037,1840041888
University Place,WA,Washington,47.2148,-122.546,1840021130
Montesano,WA,Washington,47.0102,-123.5858,1840019847
Rainier,WA,Washington,46.8917,-122.6867,1840021147
Fords Prairie,WA,Washington,46.7461,-123.0029,1840017377
Roy,WA,Washington,46.9971,-122.5423,1840019856
Oso,WA,Washington,48.2836,-121.9237,1840018374
Marblemount,WA,Washington,48.5378,-121.4346,1840017315
Elk Plain,WA,Washington,47.0448,-122.3671,1840037546
Burlington,WA,Washington,48.4677,-122.3298,1840018367
Bangor Base,WA,Washington,47.7227,-122.7146,1840036750
Beaux Arts Village,WA,Washington,47.5854,-122.2009,1840019838
Port Gamble Tribal Community,WA,Washington,47.8487,-122.5571,1840042014
Olympia,WA,Washington,47.0417,-122.8959,1840019865
East Wenatchee,WA,Washington,47.4172,-120.2809,1840019795
Addy,WA,Washington,48.3588,-117.8372,1840025238
Minnehaha,WA,Washington,45.6577,-122.6204,1840018518
Bryn Mawr-Skyway,WA,Washington,47.4949,-122.2411,1840037012
Satsop,WA,Washington,47.0223,-123.4737,1840018445
Riverbend,WA,Washington,47.4651,-121.7491,1840037860
Easton,WA,Washington,47.2405,-121.1733,1840017354
Silverdale,WA,Washington,47.6663,-122.6828,1840018406
Napavine,WA,Washington,46.5844,-122.9007,1840019884
Lochsloy,WA,Washington,48.0597,-122.0411,1840037500
Ellensburg,WA,Washington,46.9994,-120.547,1840019841
McKenna,WA,Washington,46.9365,-122.55,1840023836
Fairfield,WA,Washington,47.3848,-117.1748,1840021096
Northwest Stanwood,WA,Washington,48.2623,-122.3501,1840042009
Mansfield,WA,Washington,47.8119,-119.638,1840022286
Duvall,WA,Washington,47.7354,-121.9725,1840018427
Markham,WA,Washington,46.9155,-123.9814,1840017359
Waller,WA,Washington,47.2035,-122.3699,1840037889
Longview,WA,Washington,46.146,-122.963,1840019904
Richland,WA,Washington,46.2826,-119.2937,1840019889
Rosedale,WA,Washington,47.3453,-122.6368,1840023839
Vancouver,WA,Washington,45.6367,-122.597,1840021189
Bethel,WA,Washington,47.4874,-122.6175,1840023792
Custer,WA,Washington,48.9143,-122.6397,1840018344
Lofall,WA,Washington,47.8113,-122.6564,1840023798
Fairwood,WA,Washington,47.4467,-122.143,1840037517
Winlock,WA,Washington,46.4907,-122.9342,1840021164
Sumner,WA,Washington,47.219,-122.2338,1840021128
Cottage Lake,WA,Washington,47.7466,-122.0755,1840037848
Puget Island,WA,Washington,46.1742,-123.3829,1840042033
Woods Creek,WA,Washington,47.8821,-121.8982,1840037864
Washougal,WA,Washington,45.5812,-122.3433,1840021190
Sisco Heights,WA,Washington,48.1188,-122.1076,1840037510
Canterwood,WA,Washington,47.3766,-122.6022,1840037842
Wapato,WA,Washington,46.4434,-120.4215,1840021153
Lower Elochoman,WA,Washington,46.2185,-123.3698,1840041981
Lake Goodwin,WA,Washington,48.1387,-122.2804,1840037872
Banks Lake South,WA,Washington,47.6315,-119.276,1840034884
Kent,WA,Washington,47.3887,-122.2128,1840018424
Bickleton,WA,Washington,46.0056,-120.3081,1840017400
Ryderwood,WA,Washington,46.375,-123.0441,1840025275
Cavalero,WA,Washington,47.9845,-122.0746,1840041913
La Conner,WA,Washington,48.3925,-122.4945,1840021068
Martha Lake,WA,Washington,47.848,-122.2326,1840037875
George,WA,Washington,47.0845,-119.8598,1840019814
Snohomish,WA,Washington,47.9277,-122.097,1840021078
Eatonville,WA,Washington,46.8682,-122.2698,1840021131
Carson,WA,Washington,45.7353,-121.8219,1840017391
Almira,WA,Washington,47.7105,-118.9369,1840021108
Nooksack,WA,Washington,48.9276,-122.3211,1840019753
Mount Vista,WA,Washington,45.7373,-122.6315,1840037858
High Bridge,WA,Washington,47.7968,-122.0281,1840041937
Lakeland South,WA,Washington,47.2784,-122.2831,1840074270
Kenmore,WA,Washington,47.7532,-122.2459,1840018423
Neah Bay,WA,Washington,48.3612,-124.6115,1840023937
Cliffdell,WA,Washington,46.9213,-121.042,1840023851
Port Angeles East,WA,Washington,48.1041,-123.3695,1840074570
Burien,WA,Washington,47.4762,-122.3393,1840018420
Taholah,WA,Washington,47.3283,-124.2728,1840018447
Wauna,WA,Washington,47.386,-122.6694,1840023842
Connell,WA,Washington,46.6624,-118.8405,1840018479
Disautel,WA,Washington,48.345,-119.2299,1840023755
Santiago,WA,Washington,47.2975,-124.2327,1840042040
Orting,WA,Washington,47.0966,-122.2111,1840019858
Colville,WA,Washington,48.5454,-117.8986,1840018361
Marysville,WA,Washington,48.081,-122.1558,1840019789
Walla Walla,WA,Washington,46.0669,-118.3365,1840021174
Zillah,WA,Washington,46.4083,-120.2717,1840021155
Curlew,WA,Washington,48.8777,-118.6045,1840025242
Key Center,WA,Washington,47.3376,-122.7505,1840023833
Hoodsport,WA,Washington,47.402,-123.1542,1840025233
Spanaway,WA,Washington,47.0979,-122.4233,1840018451
Mattawa,WA,Washington,46.7364,-119.9019,1840022292
Clallam Bay,WA,Washington,48.2536,-124.2579,1840025247
Prairie Ridge,WA,Washington,47.1443,-122.1408,1840037882
Rockport,WA,Washington,48.4854,-121.6065,1840018365
Stansberry Lake,WA,Washington,47.3814,-122.7154,1840042090
Copalis Beach,WA,Washington,47.1205,-124.1722,1840017356
Frederickson,WA,Washington,47.0914,-122.3594,1840037551
Asotin,WA,Washington,46.3371,-117.0433,1840018500
Mill Creek,WA,Washington,47.8633,-122.2034,1840019790
Bell Hill,WA,Washington,48.055,-123.087,1840037847
Green Bluff,WA,Washington,47.819,-117.277,1840023785
Clayton,WA,Washington,48.0013,-117.5612,1840025239
Puyallup,WA,Washington,47.1794,-122.2902,1840019859
Hockinson,WA,Washington,45.7301,-122.4833,1840017399
Lake McMurray,WA,Washington,48.3129,-122.2317,1840037893
Bucoda,WA,Washington,46.7968,-122.868,1840021143
Issaquah,WA,Washington,47.542,-122.0444,1840018422
Odessa,WA,Washington,47.3326,-118.6895,1840022295
Hazel Dell,WA,Washington,45.6797,-122.6553,1840037662
McMillin,WA,Washington,47.1286,-122.2374,1840023837
Wilbur,WA,Washington,47.7583,-118.711,1840022296
Skamokawa Valley,WA,Washington,46.3004,-123.4243,1840042053
Centerville,WA,Washington,45.754,-120.9081,1840017401
Nile,WA,Washington,46.8368,-120.9455,1840023854
Spokane Valley,WA,Washington,47.6625,-117.2346,1840021094
Woodland,WA,Washington,45.9149,-122.7503,1840021181
Lewisville,WA,Washington,45.8127,-122.5144,1840037855
Vantage,WA,Washington,46.9453,-119.9923,1840018441
Gorst,WA,Washington,47.5237,-122.7057,1840023795
Lake Morton-Berrydale,WA,Washington,47.3325,-122.103,1840074253
Ione,WA,Washington,48.7402,-117.4223,1840021061
Bothell West,WA,Washington,47.8056,-122.24,1840041906
Vaughn,WA,Washington,47.355,-122.7773,1840023841
Black Diamond,WA,Washington,47.313,-122.0181,1840018418
Ferndale,WA,Washington,48.8525,-122.5893,1840019751
Acme,WA,Washington,48.7146,-122.2293,1840017288
White Center,WA,Washington,47.5086,-122.348,1840037727
Fairchild AFB,WA,Washington,47.6187,-117.6485,1840073916
Pacific,WA,Washington,47.2611,-122.2507,1840019834
Glenwood,WA,Washington,46.0228,-121.2926,1840037769
Colfax,WA,Washington,46.9032,-117.3394,1840018458
Silvana,WA,Washington,48.2018,-122.2459,1840018373
Forks,WA,Washington,47.9526,-124.3904,1840019781
Kirkland,WA,Washington,47.6997,-122.2041,1840019836
Okanogan,WA,Washington,48.3671,-119.5784,1840019760
Kayak Point,WA,Washington,48.1387,-122.3342,1840041938
Union Hill-Novelty Hill,WA,Washington,47.6788,-122.0284,1840074663
Outlook,WA,Washington,46.3311,-120.0923,1840023855
Lake Tapps,WA,Washington,47.2305,-122.1696,1840041971
Cohassett Beach,WA,Washington,46.8656,-124.1054,1840017355
Tonasket,WA,Washington,48.7077,-119.4412,1840021057
Sunnyside,WA,Washington,46.3159,-120.0058,1840021150
Lakeview,WA,Washington,47.3755,-119.5043,1840136062
Carbonado,WA,Washington,47.0805,-122.0536,1840022307
Pullman,WA,Washington,46.734,-117.1669,1840019864
Blyn,WA,Washington,48.013,-122.9897,1840017318
Brinnon,WA,Washington,47.6689,-122.9249,1840017329
Friday Harbor,WA,Washington,48.5324,-123.0655,1840021065
Orchards,WA,Washington,45.6888,-122.5305,1840018519
Purdy,WA,Washington,47.3938,-122.6114,1840023838
Tekoa,WA,Washington,47.2247,-117.0732,1840021135
Tanner,WA,Washington,47.4813,-121.6921,1840037824
Thorp,WA,Washington,47.0656,-120.6709,1840018439
Artondale,WA,Washington,47.3024,-122.639,1840037617
Liberty Lake,WA,Washington,47.6687,-117.1032,1840037678
Cheney,WA,Washington,47.4901,-117.5789,1840018398
Sammamish,WA,Washington,47.6019,-122.0419,1840021115
Cle Elum,WA,Washington,47.1946,-120.9553,1840018440
Fern Prairie,WA,Washington,45.637,-122.3963,1840023890
Waverly,WA,Washington,47.338,-117.2312,1840022291
Lakewood,WA,Washington,47.1628,-122.5299,1840019860
Lake Marcel-Stillwater,WA,Washington,47.6926,-121.9152,1840074241
Central Park,WA,Washington,46.9705,-123.7018,1840017358
Bridgeport,WA,Washington,48.0063,-119.6737,1840018387
Raft Island,WA,Washington,47.3293,-122.6686,1840042039
Larch Way,WA,Washington,47.8429,-122.2527,1840041976
Lake Bosworth,WA,Washington,48.0532,-121.9812,1840037850
Barberton,WA,Washington,45.7136,-122.6114,1840017397
Sekiu,WA,Washington,48.2637,-124.3012,1840025248
Brier,WA,Washington,47.7922,-122.2734,1840018379
Spokane,WA,Washington,47.6671,-117.433,1840021093
Fall City,WA,Washington,47.5717,-121.9134,1840017342
Pasco,WA,Washington,46.2506,-119.1303,1840019888
Lyman,WA,Washington,48.523,-122.0634,1840021069
Oakville,WA,Washington,46.8403,-123.2333,1840019848
Dash Point,WA,Washington,47.3131,-122.4153,1840037637
Herron Island,WA,Washington,47.2645,-122.8348,1840041931
West Clarkston-Highland,WA,Washington,46.4023,-117.063,1840074702
Royal City,WA,Washington,46.9,-119.6142,1840019816
Venersborg,WA,Washington,45.786,-122.4721,1840018521
Hoquiam,WA,Washington,46.9863,-123.9023,1840019845
Willapa,WA,Washington,46.6755,-123.6648,1840025262
Quilcene,WA,Washington,47.8369,-122.9058,1840018389
Freeland,WA,Washington,48.0185,-122.5358,1840017317
McCleary,WA,Washington,47.0584,-123.2723,1840019846
Roosevelt,WA,Washington,45.7476,-120.2161,1840136623
Long Beach,WA,Washington,46.3559,-124.0556,1840019880
Trout Lake,WA,Washington,45.9976,-121.5291,1840024000
Coulee Dam,WA,Washington,47.9688,-118.9761,1840022270
Swede Heaven,WA,Washington,48.2829,-121.7136,1840037821
Pine Grove,WA,Washington,48.6502,-118.6834,1840043279
Langley,WA,Washington,48.0337,-122.4084,1840019780
Sedro-Woolley,WA,Washington,48.5113,-122.2321,1840021066
Hatton,WA,Washington,46.7735,-118.8277,1840021133
Entiat,WA,Washington,47.678,-120.2175,1840019777
Bainbridge Island,WA,Washington,47.6439,-122.5434,1840018409
Auburn,WA,Washington,47.3041,-122.211,1840018416
Ocean City,WA,Washington,47.0763,-124.162,1840018444
White Swan,WA,Washington,46.3769,-120.7382,1840018464
Felida,WA,Washington,45.7138,-122.7103,1840037495
Lacey,WA,Washington,47.0458,-122.7934,1840019866
Gold Bar,WA,Washington,47.8566,-121.6927,1840019786
Clyde Hill,WA,Washington,47.6303,-122.218,1840018413
Upper Elochoman,WA,Washington,46.2403,-123.3247,1840042136
Marcus,WA,Washington,48.6642,-118.0601,1840022273
Canyon Creek,WA,Washington,48.1157,-121.9831,1840074181
Malone,WA,Washington,46.9779,-123.3035,1840026097
Bothell East,WA,Washington,47.8064,-122.1844,1840041892
Yarrow Point,WA,Washington,47.6452,-122.2179,1840022300
Steptoe,WA,Washington,47.0075,-117.3502,1840025258
West Richland,WA,Washington,46.3115,-119.3997,1840021168
Orient,WA,Washington,48.8637,-118.2059,1840025243
Federal Way,WA,Washington,47.309,-122.3359,1840019826
Pe Ell,WA,Washington,46.5712,-123.2982,1840022321
Deep River,WA,Washington,46.3521,-123.6984,1840023929
Bothell,WA,Washington,47.7736,-122.2044,1840018419
South Wenatchee,WA,Washington,47.3886,-120.2829,1840037106
Snoqualmie Pass,WA,Washington,47.4014,-121.4109,1840037862
Hartline,WA,Washington,47.6895,-119.1081,1840021105
Lake Forest Park,WA,Washington,47.7597,-122.2878,1840019837
Crocker,WA,Washington,47.0843,-122.1225,1840041924
Elbe,WA,Washington,46.7653,-122.1946,1840017364
Ravensdale,WA,Washington,47.3563,-121.9692,1840018412
Arlington,WA,Washington,48.1697,-122.1446,1840018378
McChord AFB,WA,Washington,47.1328,-122.4924,1840073929
Lebam,WA,Washington,46.5641,-123.5509,1840017376
Lynden,WA,Washington,48.9503,-122.4544,1840019752
Coupeville,WA,Washington,48.2172,-122.6775,1840021075
Prescott,WA,Washington,46.2988,-118.3126,1840021175
South Bend,WA,Washington,46.668,-123.8008,1840021161
Mabton,WA,Washington,46.2115,-119.9938,1840019873
North Bend,WA,Washington,47.4898,-121.7738,1840019833
Grapeview,WA,Washington,47.3316,-122.8413,1840037554
Garfield,WA,Washington,47.0103,-117.1395,1840021141
Rochester,WA,Washington,46.8288,-123.0722,1840018459
Dayton,WA,Washington,46.3168,-117.9769,1840018486
Algona,WA,Washington,47.2822,-122.2504,1840018415
Mineral,WA,Washington,46.7193,-122.1859,1840025263
Barstow,WA,Washington,48.7783,-118.1329,1840026089
Moclips,WA,Washington,47.2348,-124.2025,1840018442
Bellingham,WA,Washington,48.7543,-122.4687,1840018346
Vader,WA,Washington,46.4045,-122.9569,1840021163
North Lynnwood,WA,Washington,47.8533,-122.2762,1840037895
Tracyton,WA,Washington,47.6095,-122.6533,1840018408
White Salmon,WA,Washington,45.7282,-121.4853,1840021191
Peaceful Valley,WA,Washington,48.9477,-122.1406,1840037896
East Renton Highlands,WA,Washington,47.4718,-122.0854,1840037866
Metaline,WA,Washington,48.854,-117.3899,1840022276
Deming,WA,Washington,48.8381,-122.2313,1840018345
Medical Lake,WA,Washington,47.5712,-117.6893,1840019804
Aberdeen,WA,Washington,46.9757,-123.8095,1840018446
Chehalis,WA,Washington,46.6637,-122.9647,1840018472
Onalaska,WA,Washington,46.5783,-122.7112,1840025264
Toledo,WA,Washington,46.4414,-122.8496,1840021162
Everson,WA,Washington,48.9123,-122.351,1840019750
Belfair,WA,Washington,47.4495,-122.8487,1840025252
Lynnwood,WA,Washington,47.8285,-122.3035,1840019788
Colton,WA,Washington,46.5675,-117.1285,1840022315
Malden,WA,Washington,47.2296,-117.4731,1840022313
Ames Lake,WA,Washington,47.6346,-121.9664,1840037846
Wilson Creek,WA,Washington,47.423,-119.1176,1840022294
North Yelm,WA,Washington,46.9647,-122.6029,1840037880
Mirrormont,WA,Washington,47.4616,-121.9936,1840037876
Whidbey Island Station,WA,Washington,48.3387,-122.6616,1840073897
Town and Country,WA,Washington,47.7259,-117.4221,1840037888
Tokeland,WA,Washington,46.709,-123.9839,1840018469
Snoqualmie,WA,Washington,47.5293,-121.8412,1840021119
Bremerton,WA,Washington,47.5436,-122.7121,1840018410
East Cathlamet,WA,Washington,46.1968,-123.358,1840037849
Fort Lewis,WA,Washington,47.0955,-122.5672,1840073933
Salmon Creek,WA,Washington,45.7099,-122.6632,1840018520
Skykomish,WA,Washington,47.7103,-121.3586,1840022299
Tacoma,WA,Washington,47.2431,-122.4531,1840021129
Monroe,WA,Washington,47.8596,-121.9853,1840019791
Loomis,WA,Washington,48.8235,-119.6398,1840025235
Pomeroy,WA,Washington,46.4737,-117.5967,1840019891
Brush Prairie,WA,Washington,45.725,-122.5483,1840017398
Silver Firs,WA,Washington,47.8635,-122.1497,1840037898
Nespelem,WA,Washington,48.167,-118.9722,1840022268
Meadowdale,WA,Washington,47.8583,-122.3156,1840023774
Shadow Lake,WA,Washington,47.4017,-122.0764,1840042051
LaCrosse,WA,Washington,46.8021,-117.9013,1840037498
Concrete,WA,Washington,48.5371,-121.7512,1840022283
Sumas,WA,Washington,48.9956,-122.2695,1840021045
Ruston,WA,Washington,47.2982,-122.51,1840021132
La Center,WA,Washington,45.8589,-122.6764,1840019910
Marrowstone,WA,Washington,48.0568,-122.6933,1840037856
Chelan Falls,WA,Washington,47.7995,-119.9882,1840025245
Lake Cavanaugh,WA,Washington,48.3225,-122.0122,1840037851
Duluth,WA,Washington,45.7838,-122.647,1840140854
Sequim,WA,Washington,48.0747,-123.0944,1840021076
Benton City,WA,Washington,46.2624,-119.4814,1840018480
Moses Lake,WA,Washington,47.1284,-119.2741,1840019817
Fircrest,WA,Washington,47.2308,-122.5157,1840019854
Othello,WA,Washington,46.8222,-119.1651,1840019862
Mercer Island,WA,Washington,47.5625,-122.2265,1840019830
Enumclaw,WA,Washington,47.2017,-121.9897,1840019825
Chico,WA,Washington,47.6234,-122.7198,1840037630
Enetai,WA,Washington,47.5885,-122.6058,1840023794
Hunts Point,WA,Washington,47.642,-122.229,1840021122
Clinton,WA,Washington,47.9731,-122.3577,1840037632
Hat Island,WA,Washington,48.013,-122.3201,1840041926
Marietta-Alderwood,WA,Washington,48.7932,-122.5566,1840073928
Waitsburg,WA,Washington,46.2696,-118.151,1840021173
Sunnyslope,WA,Washington,47.4913,-120.3493,1840136960
South Cle Elum,WA,Washington,47.1862,-120.9525,1840022304
Selah,WA,Washington,46.6482,-120.5389,1840021149
Lind,WA,Washington,46.9704,-118.6165,1840021134
Five Corners,WA,Washington,45.6883,-122.5738,1840037869
Winthrop,WA,Washington,48.4716,-120.179,1840022272
Normandy Park,WA,Washington,47.4344,-122.3436,1840019832
Home,WA,Washington,47.279,-122.7744,1840023831
Graham,WA,Washington,47.0407,-122.2757,1840017365
Yacolt,WA,Washington,45.865,-122.4059,1840022333
Packwood,WA,Washington,46.6085,-121.6702,1840025265
Queets,WA,Washington,47.5314,-124.3385,1840037807
Finley,WA,Washington,46.1697,-119.0446,1840017380
Northport,WA,Washington,48.9159,-117.7796,1840022274
Medina,WA,Washington,47.6256,-122.2338,1840019829
Browns Point,WA,Washington,47.3036,-122.4369,1840037624
Summit,WA,Washington,47.1694,-122.3628,1840018456
Albion,WA,Washington,46.7916,-117.2511,1840021136
Sudden Valley,WA,Washington,48.7199,-122.3468,1840037740
Bunk Foss,WA,Washington,47.9618,-122.0943,1840041912
Gleed,WA,Washington,46.6594,-120.6025,1840017370
Maryhill,WA,Washington,45.6928,-120.807,1840017403
Oyehut,WA,Washington,47.0233,-124.1632,1840037697
Alder,WA,Washington,46.7872,-122.2667,1840023829
Ridgefield,WA,Washington,45.8116,-122.7052,1840019909
Bryant,WA,Washington,48.24,-122.1638,1840023772
Nisqually Indian Community,WA,Washington,47.0178,-122.6728,1840074509
Porter,WA,Washington,46.9489,-123.2736,1840023818
Kettle Falls,WA,Washington,48.6055,-118.062,1840019764
Chelan,WA,Washington,47.8417,-120.027,1840018369
Edison,WA,Washington,48.5602,-122.431,1840017314
Neilton,WA,Washington,47.4031,-123.8782,1840018443
Fox Island,WA,Washington,47.2475,-122.6255,1840037870
